,Date,hour,minute,second,Avg,Sound,Describe,Feel,Place,Sources,MedIllnes_density,Low_to_No_density,TotDis_density,TotChild_density,OlderAdult_density,LEP_density,POC2_density
1,7/13/2019 14:23,14,23,1,73.1,Very Loud,Noisy,Irritated,Indoors,"trains,voices",23.71550562,13.25305093,5.230003305,0.667659996,3.683257647,16.93630857,19.52905489
1.1,9/27/2019 13:52,13,52,6,74.42,Quiet,Pleasant,Tranquil,Indoors,"footsteps,hvac,voices",23.71550562,13.25305093,5.230003305,0.667659996,3.683257647,16.93630857,19.52905489
1.2,11/6/2019 18:52,18,52,27,73.3,Moderately Loud,Neutral,Neutral,Indoors,voices,23.71550562,13.25305093,5.230003305,0.667659996,3.683257647,16.93630857,19.52905489
5,7/12/2019 21:09,21,9,50,71.35,Moderately Loud,Noisy,Irritated,Outdoors,"footsteps,traffic,voices",18.77745841,14.22077313,2.081476291,0.206558716,0.572008752,14.79278189,16.50880814
5.1,7/31/2019 23:09,23,9,16,70.12,Loud,Noisy,Neutral,Outdoors,"car music,pickup,traffic",18.77745841,14.22077313,2.081476291,0.206558716,0.572008752,14.79278189,16.50880814
5.2,9/13/2019 23:32,23,32,10,83.8,Loud,Noisy,Neutral,Outdoors,"car music,footsteps,restaurant,party,voices",18.77745841,14.22077313,2.081476291,0.206558716,0.572008752,14.79278189,16.50880814
5.3,9/14/2019 0:22,0,22,12,79.14,Moderately Loud,Noisy,Anxious,Indoors,"party,music,construction",18.77745841,14.22077313,2.081476291,0.206558716,0.572008752,14.79278189,16.50880814
5.4,9/14/2019 0:25,0,25,49,81.92,Moderately Loud,Neutral,Neutral,Outdoors,"voices,footsteps,traffic",18.77745841,14.22077313,2.081476291,0.206558716,0.572008752,14.79278189,16.50880814
5.5,9/14/2019 1:51,1,51,44,86.51,Very Loud,Noisy,Neutral,Indoors,"voices,music",18.77745841,14.22077313,2.081476291,0.206558716,0.572008752,14.79278189,16.50880814
5.6,9/15/2019 0:27,0,27,45,77.4,Loud,Pleasant,Relaxed,Outdoors,other,18.77745841,14.22077313,2.081476291,0.206558716,0.572008752,14.79278189,16.50880814
5.7,9/15/2019 0:28,0,28,18,78.11,Moderately Loud,Neutral,Neutral,Outdoors,traffic,18.77745841,14.22077313,2.081476291,0.206558716,0.572008752,14.79278189,16.50880814
5.8,9/15/2019 0:30,0,30,32,81.16,Moderately Loud,Neutral,Neutral,Indoors,restaurant,18.77745841,14.22077313,2.081476291,0.206558716,0.572008752,14.79278189,16.50880814
5.9,9/15/2019 2:39,2,39,51,81.26,Moderately Loud,Neutral,Neutral,Outdoors,"footsteps,voices",18.77745841,14.22077313,2.081476291,0.206558716,0.572008752,14.79278189,16.50880814
5.1,10/7/2020 21:05,21,5,48,73.44,Moderately Loud,Noisy,Irritated,Indoors,trains,18.77745841,14.22077313,2.081476291,0.206558716,0.572008752,14.79278189,16.50880814
7,7/24/2019 12:21,12,21,56,35.41,Quiet,Neutral,Neutral,Indoors,quiet,26.3288863,14.45331466,3.359266494,1.199738034,5.391763869,19.84507853,23.48663633
7.1,7/24/2019 21:24,21,24,52,40.67,Loud,Neutral,Neutral,Indoors,other,26.3288863,14.45331466,3.359266494,1.199738034,5.391763869,19.84507853,23.48663633
7.2,7/24/2019 21:28,21,28,19,48.88,Moderately Loud,Neutral,Neutral,Indoors,"hvac,other",26.3288863,14.45331466,3.359266494,1.199738034,5.391763869,19.84507853,23.48663633
7.3,7/25/2019 1:12,1,12,27,34.25,Quiet,Neutral,Neutral,Indoors,voices,26.3288863,14.45331466,3.359266494,1.199738034,5.391763869,19.84507853,23.48663633
7.4,9/14/2019 0:16,0,16,57,80.98,Loud,Neutral,Neutral,Outdoors,"music,voices,footsteps",26.3288863,14.45331466,3.359266494,1.199738034,5.391763869,19.84507853,23.48663633
7.5,9/14/2019 0:23,0,23,54,84.27,Loud,Neutral,Neutral,Outdoors,"footsteps,music,traffic,voices",26.3288863,14.45331466,3.359266494,1.199738034,5.391763869,19.84507853,23.48663633
7.6,9/14/2019 3:26,3,26,6,80.42,Loud,Neutral,Neutral,Outdoors,"car music,music",26.3288863,14.45331466,3.359266494,1.199738034,5.391763869,19.84507853,23.48663633
7.7,9/15/2019 1:04,1,4,33,78.79,Moderately Loud,Neutral,Neutral,Outdoors,"car music,footsteps,music",26.3288863,14.45331466,3.359266494,1.199738034,5.391763869,19.84507853,23.48663633
7.8,9/15/2019 1:05,1,5,7,84.03,Moderately Loud,Neutral,Neutral,Outdoors,"car music,music,traffic",26.3288863,14.45331466,3.359266494,1.199738034,5.391763869,19.84507853,23.48663633
7.9,9/15/2019 1:05,1,5,29,81.05,Moderately Loud,Neutral,Neutral,Outdoors,"car music,music,traffic,voices",26.3288863,14.45331466,3.359266494,1.199738034,5.391763869,19.84507853,23.48663633
7.1,9/30/2019 18:56,18,56,55,68.64,Quiet,Noisy,Irritated,Indoors,construction,26.3288863,14.45331466,3.359266494,1.199738034,5.391763869,19.84507853,23.48663633
7.11,10/25/2019 18:25,18,25,45,83.07,Moderately Loud,Noisy,Neutral,Outdoors,"car music,horn,trains,traffic,construction",26.3288863,14.45331466,3.359266494,1.199738034,5.391763869,19.84507853,23.48663633
8,7/26/2019 14:38,14,38,38,86.81,Quiet,Neutral,Tranquil,Outdoors,alarm,23.40702211,39.55732174,2.250675203,0.704756882,0.704756882,40.26207862,24.62102267
9,7/13/2019 19:02,19,2,21,77.32,Moderately Loud,Neutral,Neutral,Indoors,voices,25.67326111,23.89255517,8.502688672,0.425134434,10.16678631,34.05934148,13.64074197
9.1,9/17/2020 11:15,11,15,35,66.29,Quiet,Neutral,Neutral,Indoors,"footsteps,dog,neighbor,trains,construction",25.67326111,23.89255517,8.502688672,0.425134434,10.16678631,34.05934148,13.64074197
11,7/10/2019 17:41,17,41,44,38.2,Quiet,Neutral,Neutral,At work,voices,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.1,7/11/2019 15:00,15,0,56,34.59,Moderately Loud,Noisy,Anxious,At work,alarm,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.2,7/11/2019 15:04,15,4,4,46.83,Very quiet,Very pleasant,Irritated,At work,alarm,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.3,7/11/2019 22:11,22,11,15,51.99,Moderately Loud,Pleasant,Neutral,Indoors,music,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.4,7/11/2019 22:37,22,37,3,72.21,Loud,Noisy,Neutral,Outdoors,"voices,trains,traffic,leaf blower",24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.5,7/11/2019 23:14,23,14,27,63.13,Moderately Loud,Neutral,Neutral,At work,music,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.6,7/12/2019 15:41,15,41,22,37.76,Quiet,Neutral,Neutral,Outdoors,hvac,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.7,7/12/2019 16:05,16,5,40,44.13,Quiet,Very pleasant,Tranquil,Outdoors,trash,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.8,7/12/2019 16:09,16,9,59,68.12,Loud,Noisy,Tranquil,At work,"voices,trash",24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.9,7/12/2019 18:28,18,28,21,56.3,Quiet,Neutral,Tranquil,Indoors,"trash,trains",24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.1,7/12/2019 19:08,19,8,18,33.75,Very quiet,Very pleasant,Relaxed,At work,other,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.11,7/12/2019 19:21,19,21,39,50.83,Quiet,Neutral,Neutral,At work,"footsteps,voices",24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.12,7/12/2019 19:50,19,50,25,61.5,Quiet,Neutral,Neutral,Indoors,voices,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.13,7/17/2019 18:37,18,37,19,44.95,Moderately Loud,Noisy,Irritated,Indoors,traffic,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.14,7/18/2019 17:43,17,43,1,53.25,Moderately Loud,Neutral,Anxious,At work,voices,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.15,7/19/2019 21:11,21,11,18,38.09,Quiet,Unbearable,Frustrated,Outdoors,alarm,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.16,7/19/2019 21:12,21,12,25,33.94,Quiet,Very pleasant,Irritated,At work,voices,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.17,7/22/2019 16:36,16,36,19,39.52,Quiet,Very pleasant,Tranquil,Outdoors,construction,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.18,7/22/2019 16:38,16,38,5,53.81,Very Loud,Unbearable,Tranquil,At work,car music,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.19,7/22/2019 18:34,18,34,23,40.78,Quiet,Very pleasant,Irritated,At work,delivery,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.2,7/22/2019 20:32,20,32,44,70.6,Moderately Loud,Neutral,Neutral,At work,voices,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.21,7/23/2019 14:19,14,19,21,72.88,Loud,Noisy,Irritated,Indoors,"alarm,delivery",24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.22,7/23/2019 20:55,20,55,6,37.33,Quiet,Neutral,Neutral,Indoors,quiet,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.23,7/24/2019 20:58,20,58,7,40.13,Quiet,Very pleasant,Tranquil,Outdoors,car music,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.24,7/24/2019 20:59,20,59,8,35.06,Quiet,Unbearable,Tranquil,At work,car music,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.25,7/24/2019 21:03,21,3,25,37.13,Quiet,Very pleasant,Irritated,At work,car music,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.26,7/24/2019 21:03,21,3,51,55.8,Moderately Loud,Unbearable,Tranquil,At work,delivery,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.27,7/24/2019 21:11,21,11,1,43.69,Quiet,Very pleasant,Tranquil,Outdoors,alarm,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.28,7/24/2019 21:15,21,15,48,58.22,Quiet,Very pleasant,Frustrated,Outdoors,trash,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.29,7/24/2019 22:54,22,54,1,72.19,Very Loud,Unbearable,Tranquil,At work,car music,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.3,7/24/2019 22:55,22,55,8,69.53,Quiet,Very pleasant,Tranquil,At work,car music,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.31,7/25/2019 14:43,14,43,4,47.63,Moderately Loud,Unbearable,Tranquil,At work,car music,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.32,7/25/2019 17:58,17,58,21,41.63,Very Loud,Very pleasant,Irritated,At work,car music,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.33,7/25/2019 17:59,17,59,11,43.5,Quiet,Very pleasant,Tranquil,Outdoors,car music,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.34,7/25/2019 18:01,18,1,2,47.25,Quiet,Unbearable,Tranquil,Outdoors,fireworks,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.35,7/25/2019 19:29,19,29,27,37.35,Quiet,Neutral,Neutral,At work,"traffic,voices",24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.36,7/25/2019 20:59,20,59,16,44.58,Quiet,Very pleasant,Frustrated,Outdoors,car music,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.37,7/26/2019 18:23,18,23,46,60.19,Quiet,Unbearable,Tranquil,At work,construction,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.38,7/31/2019 16:42,16,42,54,73.6,Very Loud,Unbearable,Frustrated,At work,alarm,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.39,8/9/2019 13:46,13,46,13,48.62,Very quiet,Very pleasant,Relaxed,At work,traffic,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.4,8/9/2019 13:46,13,46,57,41.44,Very quiet,Very pleasant,Relaxed,Indoors,"voices,trash",24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.41,8/9/2019 13:47,13,47,15,39.23,Very quiet,Very pleasant,Relaxed,Indoors,"voices,trash,trains,traffic,other",24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.42,8/9/2019 13:49,13,49,30,37.01,Very quiet,Very pleasant,Relaxed,Indoors,alarm,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.43,8/9/2019 13:49,13,49,48,38.67,Very quiet,Very pleasant,Relaxed,Indoors,car music,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.44,8/9/2019 13:50,13,50,13,38.39,Very quiet,Very pleasant,Relaxed,Indoors,construction,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.45,8/9/2019 13:50,13,50,33,37.88,Very quiet,Very pleasant,Relaxed,Indoors,"alarm,car music,construction,delivery,dog",24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.46,8/12/2019 21:59,21,59,9,34.2,Very quiet,Very pleasant,Relaxed,Indoors,"airplane,alarm,car music",24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.47,8/15/2019 15:34,15,34,32,82.58,Moderately Loud,Noisy,Neutral,Outdoors,"traffic,trains,voices",24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.48,8/27/2019 17:44,17,44,33,56.74,Loud,Noisy,Irritated,At work,delivery,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.49,8/27/2019 19:34,19,34,9,33.98,Quiet,Neutral,Neutral,At work,"voices,quiet",24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.5,8/28/2019 18:15,18,15,7,42.52,Loud,Noisy,Irritated,At work,voices,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.51,9/3/2019 13:34,13,34,47,63.08,Quiet,Unbearable,Tranquil,Outdoors,airplane,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.52,9/13/2019 23:49,23,49,31,79.84,Loud,Noisy,Neutral,Outdoors,"voices,restaurant,party,music",24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.53,9/14/2019 0:15,0,15,36,81.63,Loud,Neutral,Neutral,Outdoors,"music,voices,footsteps",24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.54,9/24/2019 13:21,13,21,41,79.55,Loud,Unbearable,Angry,Indoors,construction,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.55,9/24/2019 13:23,13,23,27,69.73,Loud,Noisy,Frustrated,Indoors,construction,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.56,9/25/2019 14:23,14,23,6,78.94,Loud,Noisy,Angry,Indoors,construction,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.57,9/26/2019 11:23,11,23,1,65,Moderately Loud,Neutral,Neutral,At work,traffic,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.58,9/26/2019 20:15,20,15,16,71.65,Loud,Noisy,Neutral,Indoors,voices,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.59,9/26/2019 21:28,21,28,12,62.56,Quiet,Pleasant,Neutral,Indoors,voices,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.6,9/26/2019 23:19,23,19,10,68.93,Moderately Loud,Noisy,Neutral,Indoors,"neighbor,voices,hvac",24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.61,9/27/2019 15:09,15,9,8,76.67,Moderately Loud,Neutral,Neutral,Indoors,"hvac,voices,restaurant",24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.62,9/29/2019 21:44,21,44,40,75.53,Moderately Loud,Neutral,Neutral,Indoors,"hvac,traffic",24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.63,10/7/2019 21:36,21,36,56,76.57,Quiet,Neutral,Neutral,Indoors,"restaurant,voices,hvac",24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.64,10/13/2019 22:29,22,29,27,67.79,Quiet,Neutral,Neutral,Indoors,"hvac,other",24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.65,10/31/2019 16:42,16,42,23,78.49,Loud,Noisy,Irritated,Indoors,voices,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.66,10/31/2019 22:59,22,59,42,78.34,Loud,Noisy,Irritated,Indoors,voices,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.67,11/1/2019 3:15,3,15,9,76.94,Moderately Loud,Neutral,Neutral,Indoors,voices,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.68,11/1/2019 3:59,3,59,2,71.27,Quiet,Neutral,Neutral,Indoors,"traffic,voices",24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.69,11/1/2019 18:56,18,56,53,68.73,Moderately Loud,Neutral,Neutral,Indoors,"hvac,neighbor,traffic,trains,voices",24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.7,11/1/2019 21:46,21,46,2,69.37,Quiet,Neutral,Neutral,Indoors,"voices,traffic",24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.71,11/2/2019 16:40,16,40,58,66.83,Quiet,Pleasant,Relaxed,Indoors,"hvac,quiet",24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.72,11/11/2019 19:06,19,6,11,35.73,Quiet,Neutral,Neutral,Indoors,"footsteps,voices",24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.73,11/12/2019 19:29,19,29,40,73.48,Moderately Loud,Noisy,Neutral,Indoors,voices,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.74,12/10/2019 22:56,22,56,42,80.75,Very Loud,Noisy,Frustrated,At work,"music,party,voices",24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.75,2/12/2020 18:13,18,13,41,59.06,Quiet,Neutral,Neutral,Indoors,voices,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.76,2/14/2020 17:57,17,57,51,65.55,Moderately Loud,Very pleasant,Neutral,At work,hvac,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.77,2/27/2020 20:15,20,15,15,51.93,Quiet,Neutral,Neutral,Indoors,neighbor,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
11.78,6/25/2020 16:09,16,9,52,76.37,Very Loud,Unbearable,Frustrated,Outdoors,construction,24.15565204,5.810566634,1.808390636,0.503977718,0.237165985,6.047732619,29.57163376
12,7/12/2019 15:16,15,16,47,23.63,Very quiet,Unbearable,Tranquil,At work,construction,8.310494784,2.08962682,0.995892381,0.587052351,0.335458486,2.425085306,9.256557602
12.1,7/12/2019 15:17,15,17,16,32.57,Very quiet,Unbearable,Tranquil,At work,car music,8.310494784,2.08962682,0.995892381,0.587052351,0.335458486,2.425085306,9.256557602
12.2,7/24/2019 20:52,20,52,39,62.02,Moderately Loud,Very pleasant,Irritated,At work,car music,8.310494784,2.08962682,0.995892381,0.587052351,0.335458486,2.425085306,9.256557602
12.3,7/24/2019 20:53,20,53,37,33.96,Quiet,Very pleasant,Tranquil,Indoors,car music,8.310494784,2.08962682,0.995892381,0.587052351,0.335458486,2.425085306,9.256557602
12.4,7/24/2019 20:57,20,57,21,41.84,Quiet,Very pleasant,Tranquil,Outdoors,car music,8.310494784,2.08962682,0.995892381,0.587052351,0.335458486,2.425085306,9.256557602
12.5,7/24/2019 22:56,22,56,6,74.67,Very Loud,Very pleasant,Irritated,At work,construction,8.310494784,2.08962682,0.995892381,0.587052351,0.335458486,2.425085306,9.256557602
13,11/14/2019 14:44,14,44,4,79.44,Loud,Noisy,Irritated,Outdoors,"airplane,leaf blower",0.287442459,0.465602912,0.26166114,0,0.123134654,0.588737566,0.367479984
13.1,11/14/2019 14:55,14,55,24,78.58,Moderately Loud,Noisy,Irritated,Outdoors,airplane,0.287442459,0.465602912,0.26166114,0,0.123134654,0.588737566,0.367479984
13.2,11/21/2019 15:35,15,35,7,80.03,Loud,Noisy,Angry,Outdoors,airplane,0.287442459,0.465602912,0.26166114,0,0.123134654,0.588737566,0.367479984
13.3,1/14/2020 14:41,14,41,22,79.84,Very Loud,Unbearable,Angry,Outdoors,airplane,0.287442459,0.465602912,0.26166114,0,0.123134654,0.588737566,0.367479984
13.4,1/27/2020 15:10,15,10,24,77.39,Loud,Noisy,Angry,Outdoors,airplane,0.287442459,0.465602912,0.26166114,0,0.123134654,0.588737566,0.367479984
13.5,1/27/2020 15:14,15,14,40,80.69,Very Loud,Noisy,Frustrated,Outdoors,airplane,0.287442459,0.465602912,0.26166114,0,0.123134654,0.588737566,0.367479984
13.6,1/27/2020 15:15,15,15,38,78.8,Very Loud,Noisy,Frustrated,Outdoors,airplane,0.287442459,0.465602912,0.26166114,0,0.123134654,0.588737566,0.367479984
13.7,1/28/2020 14:37,14,37,12,79.2,Very Loud,Noisy,Frustrated,Outdoors,airplane,0.287442459,0.465602912,0.26166114,0,0.123134654,0.588737566,0.367479984
13.8,1/29/2020 13:22,13,22,13,80.14,Very Loud,Noisy,Angry,Outdoors,airplane,0.287442459,0.465602912,0.26166114,0,0.123134654,0.588737566,0.367479984
13.9,1/29/2020 13:52,13,52,2,78.29,Very Loud,Noisy,Angry,Outdoors,airplane,0.287442459,0.465602912,0.26166114,0,0.123134654,0.588737566,0.367479984
13.1,10/4/2020 20:54,20,54,52,77.83,Loud,Unbearable,Irritated,Outdoors,car music,0.287442459,0.465602912,0.26166114,0,0.123134654,0.588737566,0.367479984
13.11,10/4/2020 20:55,20,55,59,82.02,Very Loud,Unbearable,Irritated,Outdoors,car music,0.287442459,0.465602912,0.26166114,0,0.123134654,0.588737566,0.367479984
13.12,10/4/2020 21:01,21,1,42,86.02,Very Loud,Unbearable,Irritated,Outdoors,car music,0.287442459,0.465602912,0.26166114,0,0.123134654,0.588737566,0.367479984
14,6/12/2020 0:26,0,26,12,60.75,Quiet,Pleasant,Tranquil,Indoors,"fireworks,trains,voices,traffic",7.566774259,6.868402312,2.126335851,3.212004685,1.721319498,8.58972181,8.640348854
14.1,6/14/2020 1:21,1,21,53,65.76,Moderately Loud,Noisy,Irritated,Indoors,"dog,fireworks,traffic",7.566774259,6.868402312,2.126335851,3.212004685,1.721319498,8.58972181,8.640348854
14.2,6/15/2020 1:53,1,53,30,70.5,Moderately Loud,Noisy,Irritated,Outdoors,"fireworks,traffic",7.566774259,6.868402312,2.126335851,3.212004685,1.721319498,8.58972181,8.640348854
14.3,6/15/2020 2:07,2,7,4,65.85,Moderately Loud,Neutral,Neutral,Indoors,"fireworks,traffic",7.566774259,6.868402312,2.126335851,3.212004685,1.721319498,8.58972181,8.640348854
14.4,6/20/2020 1:17,1,17,13,73.26,Loud,Noisy,Anxious,Outdoors,"fireworks,traffic",7.566774259,6.868402312,2.126335851,3.212004685,1.721319498,8.58972181,8.640348854
14.5,6/21/2020 2:48,2,48,21,72.58,Moderately Loud,Noisy,Irritated,Outdoors,fireworks,7.566774259,6.868402312,2.126335851,3.212004685,1.721319498,8.58972181,8.640348854
16,9/16/2019 23:21,23,21,2,57.75,Moderately Loud,Noisy,Irritated,Outdoors,"dog,traffic",7.523569463,2.332327265,1.679275631,2.667491332,3.410380757,5.742708022,3.427657255
16.1,10/27/2019 16:15,16,15,25,55.27,Moderately Loud,Noisy,Neutral,Indoors,voices,7.523569463,2.332327265,1.679275631,2.667491332,3.410380757,5.742708022,3.427657255
17,7/23/2019 20:41,20,41,23,52.75,Very Loud,Noisy,Irritated,At work,other,8.015331054,4.798113336,1.546341566,2.131787755,2.12542421,6.923537546,5.389923071
17.1,10/27/2019 23:06,23,6,27,71.53,Quiet,Pleasant,Relaxed,Outdoors,"dog,neighbor,voices,traffic,quiet",8.015331054,4.798113336,1.546341566,2.131787755,2.12542421,6.923537546,5.389923071
19,6/13/2020 1:53,1,53,45,68.04,Loud,Unbearable,Anxious,Indoors,fireworks,6.378753555,3.540160921,1.626676119,3.936128134,2.181030217,5.721191138,14.94829738
19.1,6/24/2020 1:10,1,10,28,77.99,Very Loud,Unbearable,Frustrated,Outdoors,"car music,fireworks",6.378753555,3.540160921,1.626676119,3.936128134,2.181030217,5.721191138,14.94829738
26,6/12/2020 0:56,0,56,56,64.33,Loud,Noisy,Irritated,Indoors,"neighbor,voices",10.12574965,5.918074251,4.212387246,6.657833532,2.32293838,8.241012632,24.4685984
26.1,6/12/2020 2:27,2,27,50,43.23,Moderately Loud,Noisy,Irritated,Indoors,fireworks,10.12574965,5.918074251,4.212387246,6.657833532,2.32293838,8.241012632,24.4685984
26.2,6/13/2020 3:29,3,29,1,54.08,Moderately Loud,Noisy,Irritated,Indoors,fireworks,10.12574965,5.918074251,4.212387246,6.657833532,2.32293838,8.241012632,24.4685984
26.3,6/13/2020 6:24,6,24,41,48.41,Loud,Unbearable,Angry,Indoors,fireworks,10.12574965,5.918074251,4.212387246,6.657833532,2.32293838,8.241012632,24.4685984
26.4,6/19/2020 5:20,5,20,47,47.23,Loud,Noisy,Angry,Indoors,fireworks,10.12574965,5.918074251,4.212387246,6.657833532,2.32293838,8.241012632,24.4685984
26.5,6/25/2020 3:04,3,4,52,51.97,Loud,Unbearable,Frustrated,Indoors,fireworks,10.12574965,5.918074251,4.212387246,6.657833532,2.32293838,8.241012632,24.4685984
26.6,6/27/2020 5:22,5,22,46,38.03,Loud,Unbearable,Angry,Indoors,fireworks,10.12574965,5.918074251,4.212387246,6.657833532,2.32293838,8.241012632,24.4685984
27,6/12/2020 1:03,1,3,36,66.23,Loud,Noisy,Irritated,Indoors,"voices,neighbor",11.88988862,7.044998148,4.672966662,6.56671387,3.871517331,10.91651548,27.84390094
